payment_id,order_id,method,amount_paise,fee_paise,tax_paise,status,created_at,settlement_id
pay_VaKv2sIPfPyt7c,order_g6CG6waDoc7zf2,upi,52200,157,28,captured,2025-04-21T07:50:55,setl_xBGj7NdtKtOoK4
pay_dNtW7lEN9JaI19,order_xvbFgnRxutHfYq,card,29200,584,105,captured,2025-04-21T15:20:49,setl_xBGj7NdtKtOoK4
pay_Z9FAMga2PP8Q8K,order_wBNANl7oKu3kgP,upi,43500,131,24,captured,2025-04-21T22:30:55,setl_xBGj7NdtKtOoK4
pay_2DwyLTCYQCHGWL,order_6SoxgFvGB4iARj,upi,49800,149,27,captured,2025-04-22T18:11:24,setl_W1QZjz3Po0gX4V
pay_mGQtVVEMxCZZdn,order_WheynXmRRdAqw5,upi,48300,145,26,captured,2025-04-22T10:49:22,setl_W1QZjz3Po0gX4V
pay_SoMcnD1wR9tvlb,order_0GKpKhrb9SbmOB,upi,115300,346,62,captured,2025-04-22T11:30:10,setl_W1QZjz3Po0gX4V
pay_D8ZgLprjIncCZ8,order_mnOY9AS2zolu78,upi,9200,28,5,captured,2025-04-22T20:10:25,setl_W1QZjz3Po0gX4V
pay_AHKaS39zg7zr8E,order_YS2qDp23UMoijS,netbanking,2333874,39676,7142,captured,2025-04-22T08:58:25,setl_W1QZjz3Po0gX4V
pay_fmrvYrEbvVw51Q,order_TALYhNDvrzJRar,card,154700,3094,557,captured,2025-04-22T18:32:50,setl_W1QZjz3Po0gX4V
pay_uEC637DWrvMKLR,order_0TU4S9ZyMKEHcS,card,502600,10052,1809,captured,2025-04-22T16:50:34,setl_W1QZjz3Po0gX4V
pay_h4IvqAfnsu7wXw,order_q6OAaUmA2meADC,card,49800,996,179,captured,2025-04-23T08:07:38,setl_i2jJO1ygcvVWvZ
pay_QJ0mN0TnH38xEt,order_4nR5koVWuJP6e6,card,95500,1910,344,captured,2025-04-23T07:34:40,setl_i2jJO1ygcvVWvZ
pay_cWdobW6LDttAS2,order_wT08h5owUCoryJ,card,182200,3644,656,captured,2025-04-23T18:33:07,setl_i2jJO1ygcvVWvZ
pay_zhKHumypQnqPU5,order_mzm1hNtvxYze2E,netbanking,921400,15664,2820,captured,2025-04-23T13:31:00,setl_i2jJO1ygcvVWvZ
pay_Cm8uAeLvk9SED8,order_hGiK89Z0xbiynT,netbanking,557353,9475,1706,captured,2025-04-23T15:05:57,setl_i2jJO1ygcvVWvZ
pay_e9w1GRiRX2aVbA,order_H3rOvQO192aPPU,upi,316800,950,171,captured,2025-04-23T13:36:17,setl_i2jJO1ygcvVWvZ
pay_QwqGm2loJnyhFS,order_H3rOvQO192aPPU,card,316800,6336,1140,failed,2025-04-23T21:49:21,
pay_Saeh9AC49CTP88,order_DpowieBYGY9wCZ,netbanking,9300,158,28,captured,2025-04-23T22:27:25,setl_i2jJO1ygcvVWvZ
pay_atKbE34sHFJ28f,order_UwmRkkfUDgKdVu,card,10305,206,37,captured,2025-04-23T15:03:53,setl_i2jJO1ygcvVWvZ
pay_YxBdsDrIdmULls,order_b4g7tKFvmAzvRO,netbanking,380639,6471,1165,captured,2025-04-23T14:54:56,setl_i2jJO1ygcvVWvZ
pay_12iBCaNOldNSbU,order_BjZ3m7njvogPva,card,139600,2792,503,captured,2025-04-24T12:08:47,setl_nNwThKhckXgz8u
pay_q7nKotjxSpDATE,order_7GObkdyQaSH2Jr,upi,204400,613,110,captured,2025-04-24T08:55:59,setl_ontzoU8WpuFjRt
pay_omlmpAqtBBpn2H,order_7GObkdyQaSH2Jr,upi,204400,613,110,failed,2025-04-24T08:22:25,
pay_ZPgFgnAiZ6bfFC,order_hp1vjCbd5yz9jQ,upi,10400,31,6,captured,2025-04-24T08:02:14,setl_ontzoU8WpuFjRt
pay_TcGywSPeYNiUMK,order_KzeeqBC7MMLBgE,upi,417200,1252,225,captured,2025-04-24T19:13:31,setl_ontzoU8WpuFjRt
pay_JtZXLJpY6GflU3,order_YLv1XlDiDMO4hr,upi,11600,35,6,captured,2025-04-24T11:45:50,setl_ontzoU8WpuFjRt
pay_3euu41dPmw9XOo,order_5dCSBsKG0s42K6,upi,1480400,4441,799,captured,2025-04-24T13:31:15,setl_ontzoU8WpuFjRt
pay_wEbc7TsaSbbgWI,order_nxnv41Q5t4l0vB,card,34600,692,125,captured,2025-04-24T07:07:22,setl_nNwThKhckXgz8u
pay_hVspxDMjTP9mk7,order_dnmrhAb2CVl3Fh,card,718800,14376,2588,captured,2025-04-24T18:44:46,setl_nNwThKhckXgz8u
pay_Pt63Uahk09H3Yo,order_dnmrhAb2CVl3Fh,upi,718800,2156,388,failed,2025-04-24T16:34:58,
pay_rqRTcyIx075SDc,order_bfLKv2nDDXvLdy,upi,18700,56,10,captured,2025-04-25T09:33:46,setl_1f23Yen8hgkCov
pay_HzU8GTQwfcn11a,order_yFcfQGnjo3wrtX,card,287600,5752,1035,captured,2025-04-25T18:20:01,setl_9rTwvyzmXXtm8t
pay_fRtSjS4I1O0TUN,order_MOs1z4wf0IQSi3,upi,8700,26,5,captured,2025-04-25T08:02:42,setl_1f23Yen8hgkCov
pay_HMtSegZENhjlgi,order_kAnVhyErzPOOlO,card,255600,5112,920,captured,2025-04-25T18:53:13,setl_9rTwvyzmXXtm8t
pay_eq5bNvl53mKU0t,order_TIo3qzFsevTHJt,card,690500,13810,2486,captured,2025-04-25T20:51:54,setl_9rTwvyzmXXtm8t
pay_WuwoY2VcnhwQcf,order_HLi6lyRJyjTmlj,upi,229000,687,124,captured,2025-04-25T12:10:30,setl_1f23Yen8hgkCov
pay_sMoioly8rKAhzK,order_vNtNGoHV72lyvr,upi,1864400,5593,1007,captured,2025-04-25T20:42:52,setl_1f23Yen8hgkCov
pay_7E5PxA9yxurK6U,order_xxM4AOaHfUCpsK,upi,11000,33,6,captured,2025-04-25T19:09:59,setl_1f23Yen8hgkCov
pay_YX4wR3qsjvHMPX,order_cf8qu09hBbbyDB,card,25500,510,92,captured,2025-04-25T11:34:43,setl_9rTwvyzmXXtm8t
pay_jVip2nuB606SNy,order_b8bTOqdchj7dNl,upi,449900,1350,243,captured,2025-04-26T14:38:24,setl_CcgYmCeGu8h0BR
pay_8TWTGzwJyH3ELO,order_GJm5ALqAjYKrJJ,card,203700,4074,733,captured,2025-04-26T19:09:46,setl_YEBakP0dwN8WK2
pay_u2KW9l43IUDvYO,order_tDOTYkReHsebqN,upi,349900,1050,189,captured,2025-04-26T13:03:05,setl_CcgYmCeGu8h0BR
pay_pQbojebfCUqqzj,order_Xz74tLHFtt7V0X,upi,1148100,3444,620,captured,2025-04-26T17:53:30,setl_CcgYmCeGu8h0BR
pay_SWTXhXjqPXEnRg,order_9BIwRYzdcnm5xL,upi,38900,117,21,captured,2025-04-26T11:11:41,setl_CcgYmCeGu8h0BR
pay_djUqtSfXxKG39j,order_24l7Ty2bNqFPHn,upi,2636300,7909,1424,captured,2025-04-26T21:01:01,setl_CcgYmCeGu8h0BR
pay_DaVdxQn0ywVzei,order_hrbR8r9IiOGAeN,card,339800,6796,1223,captured,2025-04-26T21:25:19,setl_YEBakP0dwN8WK2
pay_QNbEnmBFCoIqRV,order_qlHUCIgS90yuLu,card,15400,308,55,captured,2025-04-26T13:31:28,setl_YEBakP0dwN8WK2
pay_QcjZLZUEHXUUWu,order_TGS9VaF66zTF3q,upi,211776,635,114,captured,2025-04-26T11:53:12,setl_CcgYmCeGu8h0BR
pay_ENYKox8uHruki8,order_6Srbs5aBRFvwva,card,1561922,31238,5623,captured,2025-04-26T11:52:43,setl_YEBakP0dwN8WK2
pay_99zjg57WnFhnku,order_EMHMVNGBTMN5Ib,upi,27800,83,15,captured,2025-04-27T15:45:39,setl_i8EOtwFwW7b8Be
pay_If88PuZ1QuO7Ab,order_5Xhd5BBvU35b0G,upi,43300,130,23,captured,2025-04-27T18:07:44,setl_i8EOtwFwW7b8Be
pay_xSEv2IXONHWx1c,order_Nz8kMRegOBSXJg,upi,228100,684,123,captured,2025-04-27T12:27:46,setl_i8EOtwFwW7b8Be
pay_CGSwBEAf5Zy3x5,order_bcZMrxudjfI404,upi,1389784,4169,750,captured,2025-04-27T16:35:19,setl_i8EOtwFwW7b8Be
pay_p9IIcakOZBsM9q,order_xeGErevTSUdfhF,card,581700,11634,2094,captured,2025-04-27T08:16:53,setl_i8EOtwFwW7b8Be
pay_25BSbng903e1i9,order_GVaPuHbbxZBNBl,upi,703000,2109,380,captured,2025-04-27T19:41:00,setl_i8EOtwFwW7b8Be
pay_ftuaiUwYMKXe9X,order_1gGmDbRVanKRZg,upi,2417200,7252,1305,captured,2025-04-27T21:49:44,setl_i8EOtwFwW7b8Be
pay_lQK9fnkXjaxTV9,order_ERphajuib2LqB8,upi,23600,71,13,captured,2025-04-28T08:23:00,setl_4fOocqaMZIsq56
pay_SeuTF9Cs7vvv6f,order_113RCNOBJFAk6K,card,2913100,58262,10487,captured,2025-04-28T10:02:36,setl_4fOocqaMZIsq56
pay_uYHHx8q9NMYBkx,order_NB47lvAAn5AB7s,upi,20700,62,11,captured,2025-04-28T19:11:57,setl_4fOocqaMZIsq56
pay_avPGqfZAwRjSe7,order_6TjKWTo9X0pVfa,netbanking,2969100,50475,9086,captured,2025-04-28T17:08:52,setl_4fOocqaMZIsq56
pay_YaZpXYXSsh6dhu,order_b4VG5wIKotYZGF,card,822500,16450,2961,captured,2025-04-28T07:46:43,setl_4fOocqaMZIsq56
pay_J8NVR5aJOdwU1S,order_c9yZzukV3gbbua,upi,1040178,3121,562,refunded,2025-04-28T12:31:36,
pay_nJa50R0xKn7FxX,order_JTl5F788ixsTQn,card,14000,280,50,captured,2025-04-28T14:50:34,setl_4fOocqaMZIsq56
pay_pWZyYVVQX7TMow,order_MkTEyViPD1vb9D,upi,437800,1313,236,captured,2025-04-28T08:37:29,setl_4fOocqaMZIsq56
pay_LwqaMAae5k3tGM,order_DMUCa94JGPoeC4,upi,8800,26,5,captured,2025-04-28T15:39:17,setl_4fOocqaMZIsq56
pay_jceI5L9bzNg3TM,order_BiwmoND3sWMsvm,card,115484,2310,416,captured,2025-04-28T16:26:47,setl_4fOocqaMZIsq56
pay_KFTnlbaj8erEK1,order_BiwmoND3sWMsvm,card,115484,2310,416,failed,2025-04-28T11:55:26,
pay_Go4NQUXVXZWvI3,order_dy0yFBMRam9ueS,card,174600,3492,629,captured,2025-04-28T19:42:30,setl_4fOocqaMZIsq56
pay_OqvVHF1DcRktOd,order_YRQQ4eXXnkToEk,wallet,945000,18900,3402,captured,2025-04-28T15:14:15,setl_4fOocqaMZIsq56
pay_eBKJgjw23G0RJh,order_PIkYFHKN8nTfNn,upi,85863,258,46,captured,2025-04-28T17:20:52,setl_4fOocqaMZIsq56
pay_DGjGEyvfOZ3au7,order_qEUiSXB63fbRab,card,473200,9464,1704,captured,2025-04-29T11:16:16,setl_zrJfKzzaLI3tky
pay_e4TqJ7Bq5bNbCY,order_UwdFBoZ4aUCb4i,wallet,9300,186,33,captured,2025-04-29T12:29:15,setl_zrJfKzzaLI3tky
pay_I62v7bxq5QK1c6,order_r7CHULrApE9p8Q,upi,39408,118,21,captured,2025-04-29T07:08:05,setl_zrJfKzzaLI3tky
pay_7jzWaRRDTuKHMi,order_LmHA9ii3X0pSpw,netbanking,1322400,22481,4047,captured,2025-04-29T09:53:50,setl_zrJfKzzaLI3tky
pay_BGFPqaEyPfNJ8e,order_ZV9BC0GDYIWPpT,upi,39000,117,21,captured,2025-04-29T11:11:50,setl_zrJfKzzaLI3tky
pay_rpiMqBWU5UIiWp,order_9PODkb5UPXH3aP,card,116900,2338,421,captured,2025-04-29T14:28:30,setl_zrJfKzzaLI3tky
pay_usCyjqEtdEDwtd,order_ZVcNYuYKqcD1LQ,upi,16900,51,9,captured,2025-04-29T20:18:46,setl_zrJfKzzaLI3tky
pay_mdIoJiaoxmqixv,order_oFcoXCCqIejyEy,card,1009400,20188,3634,captured,2025-04-29T21:37:26,setl_zrJfKzzaLI3tky
pay_fTubgMJ0u6QqrE,order_hE6fjuZgFl5obQ,upi,23500,71,13,captured,2025-04-29T15:18:41,setl_zrJfKzzaLI3tky
pay_2GireJ3FyAGfYP,order_fHxPDcn0Dy0JGK,upi,59600,179,32,captured,2025-04-29T13:51:31,setl_zrJfKzzaLI3tky
pay_jhDM4mYGxkDzuh,order_YlVNVOIYgFc5Y2,card,10800,216,39,captured,2025-04-30T11:03:50,setl_4OPLkcty0yP3sl
pay_QosEpzgzaCF9Re,order_fyX6X0T8CzYHPo,upi,8100,24,4,captured,2025-04-30T09:03:56,setl_4OPLkcty0yP3sl
pay_Yuair9tk2owftG,order_Y6fET16o9QeEsH,wallet,707900,14158,2548,captured,2025-04-30T07:02:27,setl_4OPLkcty0yP3sl
pay_zNUDyoarOcRTzQ,order_Y6fET16o9QeEsH,card,707900,14158,2548,failed,2025-04-30T21:10:07,
pay_5qkoIfm9DBHsBi,order_XAjWXIXnKTz2Os,upi,489400,1468,264,captured,2025-04-30T08:48:35,setl_4OPLkcty0yP3sl
pay_QGtCSwH3NzpjWQ,order_qf1t68WsxsKpIn,upi,312900,939,169,captured,2025-04-30T09:19:50,setl_4OPLkcty0yP3sl
pay_iyNxlhJOZjWTRL,order_82LQ35Kh3Gk1SJ,upi,264200,793,143,captured,2025-04-30T09:04:14,setl_4OPLkcty0yP3sl
pay_ylaN1vWLRpPjMb,order_zjNFSnRGzCxIxA,upi,1299800,3899,702,captured,2025-04-30T17:26:43,setl_4OPLkcty0yP3sl
pay_7Ca1Dhzf4g0JYd,order_VdwuOA5E4SiRgU,upi,227900,684,123,captured,2025-04-30T15:48:50,setl_4OPLkcty0yP3sl
pay_pVb83Sm67SnvvA,order_gsKq4MqypbNkuz,card,690400,13808,2485,refunded,2025-04-30T20:49:12,
pay_4ZEg4pbZNIWZ5i,order_f2Pu9FBW5MPVQG,netbanking,65100,1107,199,captured,2025-04-30T13:47:28,setl_4OPLkcty0yP3sl
pay_82ZIreJZRJhhb7,order_dL0wRC1I3rddx3,card,11200,224,40,captured,2025-04-30T20:01:49,setl_4OPLkcty0yP3sl
pay_9G8yr1rRhwJEbh,order_AjEBYxyIUk6nwW,card,10800,216,39,captured,2025-05-01T09:29:17,setl_x9ijwcAgRMjZQE
pay_B45kZ4BIyaTKOX,order_VORE7OvTnFCAYa,card,51800,1036,186,captured,2025-05-01T15:26:42,setl_x9ijwcAgRMjZQE
pay_RTx31LGjS3tj6s,order_SpE9lIdEcOn82v,upi,11700,35,6,captured,2025-05-01T12:41:11,setl_x9ijwcAgRMjZQE
pay_jCB2bodk5lfY9f,order_M5vTAokU4NZdzX,card,295100,5902,1062,captured,2025-05-01T14:29:17,setl_x9ijwcAgRMjZQE
pay_118yAZvGzHjxyX,order_M5vTAokU4NZdzX,upi,295100,885,159,failed,2025-05-01T16:11:54,
pay_0coifTurzhBnOp,order_WrWbvk7ha8XOG5,card,278200,5564,1002,captured,2025-05-01T10:43:30,setl_x9ijwcAgRMjZQE
pay_SSMzyOvjwCepzE,order_yxlF9H0h82pblC,upi,18700,56,10,captured,2025-05-01T08:31:43,setl_x9ijwcAgRMjZQE
pay_GmFuYX6fxG5pJW,order_pJiMDwi0D05Ad8,upi,2075100,6225,1121,captured,2025-05-01T10:13:12,setl_x9ijwcAgRMjZQE
pay_lQsJFPU46QDkQ1,order_pgTrwkXRd9ESuf,card,40700,814,147,captured,2025-05-01T07:36:17,setl_x9ijwcAgRMjZQE
pay_VHHVi701S6LbN5,order_pgTrwkXRd9ESuf,card,40700,814,147,failed,2025-05-01T22:08:44,
pay_0uu0lNg7TnJKNA,order_CcXFKT58TWB0ub,card,360400,7208,1297,captured,2025-05-01T21:57:36,setl_x9ijwcAgRMjZQE
pay_7lvRORiZBWM798,order_Lcg4sxMKhQ5UEe,upi,1445200,4336,780,captured,2025-05-01T09:17:29,setl_x9ijwcAgRMjZQE
pay_ln4wumGNnVMPrQ,order_DomKBud7kcdfTx,card,1849000,36980,6656,refunded,2025-05-01T15:22:27,
pay_ypQO8bjsFktst5,order_Nngh3ceffLHFYc,upi,8000,24,4,captured,2025-05-02T19:21:38,setl_2ixuLqPtFyOavH
pay_GAJgeC1zeK21no,order_GDOBO41yeh1bvK,card,39300,786,141,captured,2025-05-02T14:45:18,setl_2ixuLqPtFyOavH
pay_octBdNIN7nPBjO,order_IGA0n7vF7KRqDB,upi,88700,266,48,captured,2025-05-02T21:38:11,setl_2ixuLqPtFyOavH
pay_ziYGwhfYuLv9Ho,order_lR6auIXwwXMXz4,upi,2267200,6802,1224,captured,2025-05-02T21:27:55,setl_2ixuLqPtFyOavH
pay_xItMNE6ji9QlKv,order_q7mHkUDEsAbOWx,upi,539600,1619,291,captured,2025-05-02T13:48:18,setl_2ixuLqPtFyOavH
pay_S5z7a0vRIY2GAM,order_q7mHkUDEsAbOWx,upi,539600,1619,291,failed,2025-05-02T21:06:07,
pay_P3tEWriby4yHXi,order_UFpPC0swynNVhO,card,51076,1022,184,captured,2025-05-02T08:33:32,setl_2ixuLqPtFyOavH
pay_rECADoo9BNElKR,order_zzPorgOV6lB6sT,card,8300,166,30,captured,2025-05-02T09:04:43,setl_2ixuLqPtFyOavH
pay_Pmz25xj9FlYXYY,order_YFXlTJUc6dM7Cf,netbanking,2333400,39668,7140,captured,2025-05-02T14:16:06,setl_2ixuLqPtFyOavH
pay_5FImniqZQT1qph,order_H5xH8yMMbndExs,card,307000,6140,1105,captured,2025-05-02T07:42:46,setl_2ixuLqPtFyOavH
pay_OFb84dHnKSTVZj,order_ILsHEogHVK3tsS,netbanking,250900,4265,768,captured,2025-05-02T20:31:56,setl_2ixuLqPtFyOavH
pay_rqSevFsudqtXx1,order_ojKbDzpBrZikTn,card,326600,6532,1176,captured,2025-05-03T07:16:15,setl_0EvTXMGTYLPm9A
pay_Pf0QgTe6TnXFP0,order_V3jbuyvaude39U,upi,165672,497,89,captured,2025-05-03T21:45:19,setl_0EvTXMGTYLPm9A
pay_1NBAsNc5fimJjv,order_ug707g6lUZliMY,netbanking,22000,374,67,captured,2025-05-03T08:42:12,setl_0EvTXMGTYLPm9A
pay_YcJLqnJbM3wTsk,order_kY0yMCMvbB3Y1m,upi,824900,2475,446,captured,2025-05-03T15:15:18,setl_0EvTXMGTYLPm9A
pay_4H7y8dpuDFweF1,order_BtndyAd5SCvYLA,card,13600,272,49,captured,2025-05-03T12:02:15,setl_0EvTXMGTYLPm9A
pay_mZGoTWoPj8klen,order_q6DafJr54ynpER,card,2000200,40004,7201,captured,2025-05-03T08:47:09,setl_0EvTXMGTYLPm9A
pay_fiycl13e97bZR8,order_O6CpAFj71wlVLL,upi,66700,200,36,captured,2025-05-03T07:26:22,setl_0EvTXMGTYLPm9A
pay_EK1ZHtlByRjkxU,order_puXD2RIdwPaWMn,card,68900,1378,248,captured,2025-05-03T11:10:48,setl_0EvTXMGTYLPm9A
pay_d25sBVOivPVMds,order_FEIwsT221ZwCER,upi,1524500,4574,823,captured,2025-05-03T21:56:21,setl_0EvTXMGTYLPm9A
pay_qOKzL1pXdvRtrn,order_xtEMrKFPuo3eVo,upi,2604700,7814,1407,captured,2025-05-03T15:35:57,setl_0EvTXMGTYLPm9A
pay_L8GiTtFVBRHQQV,order_hjI9V852UANH1u,upi,512900,1539,277,captured,2025-05-03T07:53:26,setl_0EvTXMGTYLPm9A
pay_ME7Tw1SrbbgL7t,order_5lxNEUxBGfGdWL,card,9000,180,32,captured,2025-05-03T07:40:37,setl_0EvTXMGTYLPm9A
pay_ry9Sxi2DwvuKKG,order_FnQA5BJbbJY6ro,upi,60300,181,33,captured,2025-05-03T19:07:14,setl_0EvTXMGTYLPm9A
pay_GNVfjSVIcmWyAG,order_7G5DaJTfJLMxbP,card,17200,344,62,captured,2025-05-03T13:03:08,setl_0EvTXMGTYLPm9A
pay_4FLUkUrlNvgmyV,order_PtDynDFZKeMlBQ,netbanking,1845200,31368,5646,captured,2025-05-04T16:24:38,setl_Iiz7qUkZpBO86U
pay_Jc7Re72J1RoZG7,order_lSaqpjuvvle1qw,upi,887900,2664,480,captured,2025-05-04T07:32:17,setl_Iiz7qUkZpBO86U
pay_T8WJzUOlVxekzw,order_PSK2gN3VhJOYkq,upi,12300,37,7,captured,2025-05-04T07:31:14,setl_Iiz7qUkZpBO86U
pay_UCGCqpXZsuZSMv,order_VEmnPbbxrsqBN0,upi,2371100,7113,1280,captured,2025-05-04T21:51:59,setl_Iiz7qUkZpBO86U
pay_HM92DCb0Nbml7m,order_LW46CipLWIETor,card,141000,2820,508,captured,2025-05-04T21:49:02,setl_Iiz7qUkZpBO86U
pay_ntbYlRXDatNAgd,order_7VDi8hsB5yVWyj,upi,220400,661,119,captured,2025-05-04T12:52:24,setl_Iiz7qUkZpBO86U
pay_NIp7bO8tWDvx8D,order_WxhY2VTPgSt4Jw,card,692100,13842,2492,captured,2025-05-04T20:34:33,setl_Iiz7qUkZpBO86U
pay_CBIs7uzG40oV4k,order_rnSfnwq0DYUAkr,netbanking,8700,148,27,captured,2025-05-04T07:15:33,setl_Iiz7qUkZpBO86U
pay_rsxbsi5PspyiBI,order_Jxk0QOxu8BQkO1,wallet,25200,504,91,captured,2025-05-05T20:05:03,setl_qC7NqtX01SMe19
pay_Pwz8hCjHPM5wmx,order_qHVsBKV0MkNUOY,upi,5858,18,3,captured,2025-05-05T21:43:08,setl_qC7NqtX01SMe19
pay_3UKM5ifMhot25Y,order_xaMjBcJo5wvF9c,netbanking,243000,4131,744,captured,2025-05-05T14:01:53,setl_qC7NqtX01SMe19
pay_nRs2XKkgWSdpoa,order_uVest0KPI78rbM,card,8600,172,31,captured,2025-05-05T14:47:31,setl_qC7NqtX01SMe19
pay_MJBXp7ZDz88Toz,order_UY5vSL9tY6uKoa,card,301900,6038,1087,captured,2025-05-05T19:46:47,setl_qC7NqtX01SMe19
pay_aH1PretoILLuc2,order_RQFsFbw8HII02O,upi,591100,1773,319,captured,2025-05-05T17:47:52,setl_qC7NqtX01SMe19
pay_M8D5Ie7dp8DbJ1,order_xd7GAtHR3u2jeu,netbanking,1042100,17716,3189,captured,2025-05-05T16:50:19,setl_qC7NqtX01SMe19
pay_RKIq0vS39U94yT,order_xR126p5xM63Rj7,upi,826000,2478,446,captured,2025-05-05T19:25:11,setl_qC7NqtX01SMe19
pay_mB22LKTP1KD3CC,order_vT3umLsgNdpDGO,netbanking,392200,6667,1200,captured,2025-05-06T07:56:15,setl_IfgnJoxOf8Cf4H
pay_7srzPlCpdmJRRA,order_HEWsWO4oNqrDiB,upi,29652,89,16,captured,2025-05-06T12:57:20,setl_IfgnJoxOf8Cf4H
pay_wGiLOmt0Sb2FWx,order_9nER1sWlDFtd7i,netbanking,361400,6144,1106,captured,2025-05-06T07:55:42,setl_IfgnJoxOf8Cf4H
pay_T58Yro0lwqUYsT,order_0rxwUXDlilJ3YW,netbanking,496475,8440,1519,captured,2025-05-06T14:53:57,setl_IfgnJoxOf8Cf4H
pay_cjBzweuaBgqheC,order_TDfeVeHtZXvTaM,card,1764400,35288,6352,captured,2025-05-06T14:31:58,setl_IfgnJoxOf8Cf4H
pay_VqmiSa4btgf3wR,order_bRzNe1CbIb90Pd,netbanking,1862100,31656,5698,captured,2025-05-06T10:52:28,setl_IfgnJoxOf8Cf4H
pay_M59oL2GXSlUy6X,order_JzvfCZ4BjYESfB,card,35000,700,126,captured,2025-05-06T11:03:33,setl_IfgnJoxOf8Cf4H
pay_lBzfDGtkC68LNA,order_9Qk87WQ28EVS5l,upi,23200,70,13,captured,2025-05-06T17:03:40,setl_IfgnJoxOf8Cf4H
pay_uVMkHwK80oRPVq,order_luxTuqoFZSnCDH,card,51200,1024,184,captured,2025-05-06T13:29:00,setl_IfgnJoxOf8Cf4H
pay_n6M6TD7bqAoS7x,order_3yXq65N59TzRQO,upi,57400,172,31,captured,2025-05-06T20:34:56,setl_IfgnJoxOf8Cf4H
pay_51VyvHphEoGdZz,order_hTCP2L63iCrXMj,upi,95800,287,52,captured,2025-05-07T11:47:46,setl_wsY0KlmQgrWOI7
pay_JsIwhaOMaoNpYo,order_ONVhrL8J2CqthQ,upi,547600,1643,296,captured,2025-05-07T22:21:40,setl_wsY0KlmQgrWOI7
pay_w7mQIOzG1u7VMx,order_zyWhXGbnF3bKgh,card,1239000,24780,4460,captured,2025-05-07T21:00:21,setl_wsY0KlmQgrWOI7
pay_zL9kscDxsz24MP,order_cKACvTIrCI9vw4,wallet,414475,8290,1492,captured,2025-05-07T21:11:50,setl_wsY0KlmQgrWOI7
pay_CicmQOSLwFrZNs,order_2MBF2G404VKs8W,netbanking,8500,145,26,captured,2025-05-07T12:51:44,setl_wsY0KlmQgrWOI7
pay_TJRNyxu3ts2JmD,order_uzSR6LH1sGoVpB,upi,15204,46,8,captured,2025-05-07T11:07:41,setl_wsY0KlmQgrWOI7
pay_xMGVt06wJxcuLn,order_qNV4ls5hpZvNrO,card,10200,204,37,captured,2025-05-07T09:32:42,setl_wsY0KlmQgrWOI7
pay_aJXSG2ST4sPRea,order_xmASSFWVFhAdwr,upi,120600,362,65,captured,2025-05-07T21:54:37,setl_wsY0KlmQgrWOI7
pay_t2569viciX2aOG,order_jzWmSe9U6onXWc,upi,137700,413,74,captured,2025-05-08T17:22:14,setl_yFwrDVhiy3f9pV
pay_fStYo5hn8sBBCd,order_XpJEbuOci1gvKW,upi,827700,2483,447,captured,2025-05-08T16:34:10,setl_yFwrDVhiy3f9pV
pay_SJTDIyciLzDfHU,order_fGk8uWeIwOK2JO,card,14700,294,53,captured,2025-05-08T18:22:29,setl_e1AYtbDLvu1EEG
pay_7aYLdAYTPLZone,order_CT0dnHUnJlY7SE,upi,2576900,7731,1392,captured,2025-05-08T22:22:58,setl_yFwrDVhiy3f9pV
pay_Z1G3COPXQFPV1Z,order_HcL7HnWlJlMbl9,upi,52000,156,28,captured,2025-05-08T08:32:47,setl_yFwrDVhiy3f9pV
pay_MYCfedkUxC2JuE,order_sKdkUDnpnzau7X,card,1460700,29214,5259,captured,2025-05-08T15:09:02,setl_e1AYtbDLvu1EEG
pay_I1Hmra3yNkU8Sy,order_0UWLMvu3VWA3Ou,card,11000,220,40,captured,2025-05-08T09:01:19,setl_e1AYtbDLvu1EEG
pay_insOQOsjQxhmOE,order_Gfuzbs3PylFW1W,upi,373700,1121,202,captured,2025-05-08T22:08:43,setl_yFwrDVhiy3f9pV
pay_Va6yVPYAmIZ1M4,order_sxgr9hySxHH9oi,upi,556017,1668,300,refunded,2025-05-08T07:43:43,
pay_ivX2b4zFk8gqnq,order_FvlAZev1712exX,card,157100,3142,566,captured,2025-05-08T18:49:47,setl_e1AYtbDLvu1EEG
pay_P1087IzT471flC,order_gl3RoZWZUYrhpH,upi,1079684,3239,583,captured,2025-05-08T15:02:59,setl_yFwrDVhiy3f9pV
pay_j5nv14E9JEwrqS,order_kg1awJrQZRLlmB,upi,119800,359,65,captured,2025-05-09T13:33:08,setl_rBg4shLOpllZl4
pay_5pcrMQT8UVLufG,order_AnU5ultZtFegXN,upi,62400,187,34,captured,2025-05-09T16:01:56,setl_rBg4shLOpllZl4
pay_dfXW2xEpdaQS6F,order_wgj6FVlKDxwL6Z,card,40700,814,147,captured,2025-05-09T18:07:09,setl_GvnmnVOVu1xzDl
pay_C3aBwt3LyBDOB6,order_bhWb103O2FMTnt,upi,1108300,3325,599,captured,2025-05-09T09:47:54,setl_rBg4shLOpllZl4
pay_1F7BMyQbH8s69K,order_pUUaW2H0UEtoG2,upi,476400,1429,257,captured,2025-05-09T21:36:56,setl_rBg4shLOpllZl4
pay_0cFiK7iY8scrYO,order_GNQKXosd3vC2Lo,card,567900,11358,2044,captured,2025-05-09T19:35:39,setl_GvnmnVOVu1xzDl
